191 0
451	5
130	15
342	19
762	24
85	27
79	52
976	54
4	60
440	75
325	103
365	104
796	107
1006	109
938	130
52	138
495	138
304	140
241	147
393	147
502	152
997	158
940	168
34	175
197	177
620	181
282	189
929	190
298	195
982	200
356	207
623	210
826	217
398	218
861	226
794	231
176	233
140	244
568	253
74	254
984	255
559	258
373	259
830	273
484	274
403	275
661	282
511	286
930	287
573	288
849	289
544	303
625	306
477	311
795	313
832	314
373	329
1021	329
1013	337
659	340
589	341
682	343
468	351
253	358
138	370
386	371
521	373
549	374
366	377
316	378
189	380
341	381
128	388
607	388
254	390
543	390
411	392
309	400
672	401
140	424
283	426
867	431
207	437
389	441
21	444
758	445
562	456
878	466
611	471
254	475
361	479
653	480
710	482
19	488
190	492
1008	494
881	495
886	497
887	497
374	503
409	520
53	533
917	534
755	539
606	545
893	559
442	571
129	582
495	582
156	584
341	587
368	602
752	612
683	619
747	637
61	638
265	640
899	653
337	655
391	658
853	666
282	668
863	668
657	673
417	676
22	677
234	680
582	681
989	681
643	687
862	688
685	691
807	692
55	698
899	698
490	710
938	710
532	719
670	720
40	721
756	721
397	743
418	745
971	749
128	752
1015	760
798	773
324	778
798	780
257	785
659	785
474	788
993	791
7	794
610	805
306	809
765	826
368	829
22	842
765	842
634	847
642	848
59	853
671	853
80	855
231	858
644	858
827	878
887	884
187	896
413	908
618	912
420	919
808	924
950	926
451	940
1010	945
161	950
468	950
503	962
789	973
734	977
145	982
683	983
913	985
144	987
202	1002
1014	1002
245	1011
65	1012
415	1012
833	1017
