203	0
713	4
869	10
946	17
36	24
156	26
462	34
814	40
317	41
826	42
882	52
909	58
311	59
952	60
919	61
774	62
799	66
142	72
660	79
33	87
76	88
718	88
865	97
284	107
795	108
796	115
383	117
486	127
638	136
645	136
433	141
253	144
294	144
781	156
643	164
863	165
324	186
397	188
508	188
293	189
146	191
191	206
576	209
726	214
718	215
426	226
593	233
599	236
282	239
1018	243
430	246
673	247
417	250
741	253
746	254
89	270
725	289
233	290
296	290
580	292
827	310
238	316
319	328
434	345
519	347
502	349
656	349
469	351
740	352
64	355
878	358
740	359
762	361
594	362
574	364
207	366
807	366
486	370
501	371
862	374
939	377
145	381
75	386
527	393
113	396
343	396
884	398
713	409
492	415
668	417
554	422
729	426
442	437
881	437
628	440
866	444
642	445
119	452
558	452
698	454
75	476
859	480
524	485
801	491
110	505
550	510
318	519
399	519
703	525
877	525
782	542
195	544
690	544
398	545
645	545
123	557
806	557
921	561
64	565
251	565
240	567
405	573
661	574
157	581
303	582
608	591
535	604
919	605
595	607
571	609
129	615
514	618
112	629
154	632
558	645
137	656
57	658
875	662
1011	665
251	674
992	684
944	686
661	690
548	691
339	692
704	692
284	695
871	697
482	700
530	700
623	704
946	704
245	706
764	708
441	709
34	715
52	724
544	724
286	731
493	739
804	760
968	763
531	769
910	775
218	791
866	800
843	803
989	808
153	826
878	827
136	831
232	835
755	849
699	850
794	852
131	854
121	860
326	863
983	876
207	877
335	878
352	879
150	885
630	892
996	895
641	896
525	897
645	904
836	909
43	915
113	920
445	923
118	928
285	930
942	930
799	951
994	956
774	976
398	980
559	986
618	1000
622	1001
373	1009
660	1019
